source,target,score.1,data_source_x,TAXRANK_target,TAXRANK_source,data_source_y,relations,compare
APLODINOTUS,GRUNNIENS,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ARDEA,CINEREA,13.93,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ASPIUS,ASPIUS,13.66,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
BARBATULA,BARBATULA,13.88,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
BARBUS,BARBUS,13.9,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
BLICCA,BJOERKNA,13.91,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
BREVOORTIA,TYRANNUS,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
CARASSIUS,AURATUS,13.52,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
CARASSIUS,CARASSIUS,12.63,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
CARASSIUS,GIBELIO,11.34,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
CATOSTOMUS,CATOSTOMUS,12.68,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
CATOSTOMUS,COMMERSONII,11.57,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
CATOSTOMUS,MACROCHEILUS,11.48,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
CHONDROSTOMA,NASUS,13.33,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
CLARIAS,GARIEPINUS,13.98,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
CLUPEA,HARENGUS,13.97,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COBITIS,CALDERONI,13.21,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COBITIS,TAENIA,13.5,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COREGONUS,ALBULA,12.24,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COREGONUS,ARTEDI,10.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COREGONUS,CLUPEAFORMIS,11.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COREGONUS,HOYI,10.72,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COREGONUS,LAVARETUS,13.08,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COREGONUS,NASUS,9.54,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COREGONUS,SARDINELLA,8.35,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COTTUS,ASPER,11.83,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COTTUS,BAIRDII,10.79,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COTTUS,COGNATUS,12.5,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COTTUS,GOBIO,12.65,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COTTUS,GULOSUS,9.23,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COTTUS,POECILOPUS,11.2,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COTTUS,RICEI,9.98,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
COUESIUS,PLUMBEUS,13.97,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
CYNOSCION,REGALIS,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
CYPRINELLA,LUTRENSIS,13.15,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
CYPRINELLA,SPILOPTERA,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
CYPRINUS,CARPIO,13.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
DICENTRARCHUS,LABRAX,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
DOROSOMA,CEPEDIANUM,13.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
DOROSOMA,PETENENSE,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ENGRAULIS,ENCRASICOLUS,12.62,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ENGRAULIS,MORDAX,12.65,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ESOX,LUCIUS,11.755,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ESOX,MASQUINONGY,10.43,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ETHEOSTOMA,EXILE,12.22,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ETHEOSTOMA,NIGRUM,12.02,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ETHEOSTOMA,ZONALE,11.8,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
FUNDULUS,DIAPHANUS,12.13,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
FUNDULUS,HETEROCLITUS,13.8,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
GADUS,MORHUA,13.98,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
GALAXIAS,BREVIPINNIS,11.34,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
GALAXIAS,MACULATUS,11.76,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
GALAXIAS,OLIDUS,13.38,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
GAMBUSIA,AFFINIS,13.47,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
GASTEROSTEUS,ACULEATUS,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
GOBIO,GOBIO,12.68,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
GYMNOCEPHALUS,CERNUUS,13.8,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
HOPLIAS,MALABARICUS,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
HYPOPHTHALMICHTHYS,MOLITRIX,13.61,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
HYPOPHTHALMICHTHYS,NOBILIS,12.9,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ICHTHYOMYZON,FOSSOR,13.88,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ICTALURUS,FURCATUS,11.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ICTALURUS,PUNCTATUS,13.77,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ICTIOBUS,CYPRINELLUS,13.62,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LAMPETRA,FLUVIATILIS,12.65,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LAMPETRA,PLANERI,12.58,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LAMPETRA,RICHARDSONI,9.09,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LAMPETRA,TRIDENTATA,10.2,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LATEOLABRAX,JAPONICUS,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LEPOMIS,CYANELLUS,11.44,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LEPOMIS,GIBBOSUS,13.05,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LEPOMIS,GULOSUS,9.88,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LEPOMIS,MACROCHIRUS,13.25,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LEPOMIS,MICROLOPHUS,9.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LEPTOCOTTUS,ARMATUS,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LEUCISCUS,CEPHALUS,13.36,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LEUCISCUS,LEUCISCUS,12.98,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LIMANDA,LIMANDA,13.91,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LOTA,LOTA,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LUCIOBARBUS,BOCAGEI,13.8,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LUTRA,LUTRA,13.98,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
LUXILUS,CORNUTUS,13.75,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MACCULLOCHELLA,PEELII,13.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MACQUARIA,AMBIGUA,12.09,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MACQUARIA,AUSTRALASICA,13.84,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MALLOTUS,VILLOSUS,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MARGARISCUS,MARGARITA,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MELANOGRAMMUS,AEGLEFINUS,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MENIDIA,MENIDIA,13.86,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MERGUS,MERGANSER,13.97,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MICROPTERUS,DOLOMIEU,13.69,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MICROPTERUS,PUNCTULATUS,11.2,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MISGURNUS,ANGUILLICAUDATUS,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MORONE,CHRYSOPS,12.57,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MORONE,SAXATILIS,13.75,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MOXOSTOMA,MACROLEPIDOTUM,13.26,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MUGIL,CEPHALUS,11.64,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MYLOCHEILUS,CAURINUS,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MYOXOCEPHALUS,SCORPIUS,13.37,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
MYOXOCEPHALUS,THOMPSONII,13.11,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NANNOPERCA,AUSTRALIS,13.62,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NEOGOBIUS,MELANOSTOMUS,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTEMIGONUS,CRYSOLEUCAS,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTROPIS,HUDSONIUS,12.79,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTROPIS,STRAMINEUS,11.8,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
NOTROPIS,VOLUCELLUS,12.25,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,CLARKII,8.02,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,GORBUSCHA,10.23,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,KETA,10.35,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,KISUTCH,11.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,MYKISS,13.36,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,NERKA,11.9,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
ONCORHYNCHUS,TSHAWYTSCHA,11.71,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
OSMERUS,EPERLANUS,13.31,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
OSMERUS,MORDAX,13.3,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PAGRUS,AURATUS,11.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PARALICHTHYS,DENTATUS,12.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PARALICHTHYS,OLIVACEUS,13.62,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCA,FLAVESCENS,12.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCA,FLUVIATILIS,10.73,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCICHTHYS,TRUCHA,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PERCINA,MACULATA,12.92,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PETROMYZON,MARINUS,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PHOXINUS,PHOXINUS,13.89,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PIMEPHALES,NOTATUS,12.85,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PIMEPHALES,PROMELAS,13.61,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PLATICHTHYS,FLESUS,13.8,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PLECOGLOSSUS,ALTIVELIS,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PLEURONECTES,PLATESSA,13.81,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PODICEPS,CRISTATUS,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POECILIA,LATIPINNA,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POECILIA,RETICULATA,13.59,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POMATOSCHISTUS,MINUTUS,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POMOXIS,ANNULARIS,13.0,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
POMOXIS,NIGROMACULATUS,13.57,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PROSOPIUM,COULTERII,12.07,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PROSOPIUM,CYLINDRACEUM,12.45,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PROSOPIUM,WILLIAMSONI,13.55,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PROTERORHINUS,MARMORATUS,13.47,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PSEUDOPLEURONECTES,AMERICANUS,13.49,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PSEUDORASBORA,PARVA,13.73,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PTYCHOCHEILUS,GRANDIS,12.71,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PTYCHOCHEILUS,LUCIUS,8.65,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PTYCHOCHEILUS,OREGONENSIS,13.55,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PUNGITIUS,PUNGITIUS,13.83,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
PYLODICTIS,OLIVARIS,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RANA,TEMPORARIA,13.88,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHINICHTHYS,ATRATULUS,13.03,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHINICHTHYS,CATARACTAE,13.08,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RHINICHTHYS,OSCULUS,12.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RICHARDSONIUS,BALTEATUS,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
RUTILUS,RUTILUS,10.455,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALMO,SALAR,13.29,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALMO,TRUTTA,13.25,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALMONIDAE,COREGONUS,12.07,WEB corpus, GENUS, FAMILY,VTO ontology,is_a,both
SALMONIDAE,SALMO,12.27,WEB corpus, GENUS, FAMILY,VTO ontology,is_a,both
SALMONIFORMES,SALMONIDAE,12.07,WEB corpus, FAMILY, ORDER,VTO ontology,is_a,both
SALVELINUS,ALPINUS,13.47,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALVELINUS,CONFLUENTUS,9.4,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALVELINUS,FONTINALIS,12.88,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALVELINUS,MALMA,10.76,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SALVELINUS,NAMAYCUSH,12.24,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SANDER,CANADENSIS,10.23,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SANDER,LUCIOPERCA,13.32,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SANDER,VITREUS,12.97,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SCARDINIUS,ERYTHROPHTHALMUS,13.94,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SCIAENOPS,OCELLATUS,13.88,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SEMOTILUS,ATROMACULATUS,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SILURUS,GLANIS,13.92,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SOLEA,SOLEA,13.99,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SPARUS,AURATA,13.96,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SQUALIUS,CAROLITERTII,13.08,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
SQUALIUS,CEPHALUS,11.83,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
THYMALLUS,ARCTICUS,13.24,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
THYMALLUS,THYMALLUS,10.52,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TILAPIA,RENDALLI,13.33,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
TINCA,TINCA,13.92,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
UMBRA,LIMI,13.67,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
VIMBA,VIMBA,13.41,WEB corpus, SPECIES, GENUS,VTO ontology,is_a,both
